kind,preset_a,preset_b,csd
cross_preset,edu-flat-v2,storybook-scene,0.3335
cross_preset,edu-flat-v2,storybook-scene,0.5103
cross_preset,edu-flat-v2,storybook-scene,0.4389
cross_preset,edu-flat-v2,storybook-scene,0.4926
cross_preset,edu-flat-v2,storybook-scene,0.4521
cross_preset,edu-flat-v2,storybook-scene,0.4471
cross_preset,edu-flat-v2,storybook-scene,0.5652
cross_preset,edu-flat-v2,storybook-scene,0.3682
cross_preset,edu-flat-v2,storybook-scene,0.4554
cross_preset,edu-flat-v2,storybook-scene,0.3722
cross_preset,edu-flat-v2,storybook-scene,0.3469
cross_preset,edu-flat-v2,storybook-scene,0.433
cross_preset,edu-flat-v2,storybook-scene,0.4773
cross_preset,edu-flat-v2,storybook-scene,0.3975
cross_preset,edu-flat-v2,storybook-scene,0.4413
cross_preset,edu-flat-v2,storybook-scene,0.4209
cross_preset,edu-flat-v2,storybook-scene,0.4624
cross_preset,edu-flat-v2,storybook-scene,0.3491
cross_preset,edu-flat-v2,storybook-scene,0.3839
cross_preset,edu-flat-v2,storybook-scene,0.3416
cross_preset,edu-flat-v2,storybook-scene,0.3429
cross_preset,edu-flat-v2,storybook-scene,0.4016
cross_preset,edu-flat-v2,storybook-scene,0.3373
cross_preset,edu-flat-v2,storybook-scene,0.4815
cross_preset,edu-flat-v2,storybook-scene,0.4333
cross_preset,edu-flat-v2,storybook-scene,0.4484
cross_preset,edu-flat-v2,storybook-scene,0.5434
cross_preset,edu-flat-v2,storybook-scene,0.318
cross_preset,edu-flat-v2,storybook-scene,0.3792
cross_preset,edu-flat-v2,storybook-scene,0.4254
cross_preset,edu-flat-v2,storybook-scene,0.2983
cross_preset,edu-flat-v2,storybook-scene,0.4072
cross_preset,edu-flat-v2,storybook-scene,0.4404
cross_preset,edu-flat-v2,storybook-scene,0.4308
cross_preset,edu-flat-v2,storybook-scene,0.4659
cross_preset,edu-flat-v2,storybook-scene,0.3935
cross_preset,edu-flat-v2,storybook-scene,0.5539
cross_preset,edu-flat-v2,storybook-scene,0.3986
cross_preset,edu-flat-v2,storybook-scene,0.4631
cross_preset,edu-flat-v2,storybook-scene,0.3915
cross_preset,edu-flat-v2,storybook-scene,0.307
cross_preset,edu-flat-v2,storybook-scene,0.4138
cross_preset,edu-flat-v2,storybook-scene,0.4433
cross_preset,edu-flat-v2,storybook-scene,0.4839
cross_preset,edu-flat-v2,storybook-scene,0.4855
cross_preset,edu-flat-v2,storybook-scene,0.5302
cross_preset,edu-flat-v2,storybook-scene,0.5181
cross_preset,edu-flat-v2,storybook-scene,0.3753
cross_preset,edu-flat-v2,storybook-scene,0.428
cross_preset,edu-flat-v2,storybook-scene,0.4355
cross_preset,edu-flat-v2,storybook-scene,0.4521
cross_preset,edu-flat-v2,storybook-scene,0.4523
cross_preset,edu-flat-v2,storybook-scene,0.5105
cross_preset,edu-flat-v2,storybook-scene,0.4533
cross_preset,edu-flat-v2,storybook-scene,0.4656
cross_preset,edu-flat-v2,storybook-scene,0.4675
cross_preset,edu-flat-v2,storybook-scene,0.5248
cross_preset,edu-flat-v2,storybook-scene,0.4502
cross_preset,edu-flat-v2,storybook-scene,0.4528
cross_preset,edu-flat-v2,storybook-scene,0.4115
cross_preset,edu-flat-v2,storybook-scene,0.3913
cross_preset,edu-flat-v2,storybook-scene,0.4325
cross_preset,edu-flat-v2,storybook-scene,0.4383
cross_preset,edu-flat-v2,storybook-scene,0.3448
cross_preset,edu-flat-v2,storybook-scene,0.4131
cross_preset,edu-flat-v2,storybook-scene,0.3115
cross_preset,edu-flat-v2,storybook-scene,0.5805
cross_preset,edu-flat-v2,storybook-scene,0.2701
cross_preset,edu-flat-v2,storybook-scene,0.4252
cross_preset,edu-flat-v2,storybook-scene,0.3257
cross_preset,edu-flat-v2,storybook-scene,0.2361
cross_preset,edu-flat-v2,storybook-scene,0.2578
cross_preset,edu-flat-v2,storybook-scene,0.3753
cross_preset,edu-flat-v2,storybook-scene,0.4815
cross_preset,edu-flat-v2,storybook-scene,0.4246
cross_preset,edu-flat-v2,storybook-scene,0.4418
cross_preset,edu-flat-v2,storybook-scene,0.5289
cross_preset,edu-flat-v2,storybook-scene,0.3572
cross_preset,edu-flat-v2,storybook-scene,0.4285
cross_preset,edu-flat-v2,storybook-scene,0.3758
cross_preset,edu-flat-v2,storybook-scene,0.3139
cross_preset,edu-flat-v2,storybook-scene,0.4083
cross_preset,edu-flat-v2,storybook-scene,0.3842
cross_preset,observational,playful-soft,0.4572
cross_preset,observational,playful-soft,0.4412
cross_preset,observational,playful-soft,0.4467
cross_preset,observational,playful-soft,0.4346
cross_preset,observational,playful-soft,0.4233
cross_preset,observational,playful-soft,0.4303
cross_preset,observational,playful-soft,0.4027
cross_preset,observational,playful-soft,0.5784
cross_preset,observational,playful-soft,0.4042
cross_preset,observational,playful-soft,0.4747
cross_preset,observational,playful-soft,0.357
cross_preset,observational,playful-soft,0.3811
cross_preset,observational,playful-soft,0.371
cross_preset,observational,playful-soft,0.394
cross_preset,observational,playful-soft,0.3596
cross_preset,observational,playful-soft,0.3712
cross_preset,observational,playful-soft,0.3507
cross_preset,observational,playful-soft,0.4017
cross_preset,observational,playful-soft,0.2924
cross_preset,observational,playful-soft,0.3434
cross_preset,observational,playful-soft,0.4019
cross_preset,observational,playful-soft,0.384
cross_preset,observational,playful-soft,0.3397
cross_preset,observational,playful-soft,0.4847
cross_preset,observational,playful-soft,0.3533
cross_preset,observational,playful-soft,0.4225
cross_preset,observational,playful-soft,0.4258
cross_preset,observational,playful-soft,0.4144
cross_preset,observational,playful-soft,0.364
cross_preset,observational,playful-soft,0.3754
cross_preset,observational,playful-soft,0.4774
cross_preset,observational,playful-soft,0.4977
cross_preset,observational,playful-soft,0.4535
cross_preset,observational,playful-soft,0.4815
cross_preset,observational,playful-soft,0.4517
cross_preset,observational,playful-soft,0.4941
cross_preset,observational,playful-soft,0.4754
cross_preset,observational,playful-soft,0.6306
cross_preset,observational,playful-soft,0.44
cross_preset,observational,playful-soft,0.5362
cross_preset,observational,playful-soft,0.247
cross_preset,observational,playful-soft,0.2505
cross_preset,observational,playful-soft,0.2711
cross_preset,observational,playful-soft,0.3345
cross_preset,observational,playful-soft,0.2544
cross_preset,observational,playful-soft,0.2947
cross_preset,observational,playful-soft,0.2692
cross_preset,observational,playful-soft,0.2911
cross_preset,observational,playful-soft,0.2381
cross_preset,observational,playful-soft,0.2493
cross_preset,observational,playful-soft,0.4146
cross_preset,observational,playful-soft,0.3954
cross_preset,observational,playful-soft,0.3744
cross_preset,observational,playful-soft,0.4323
cross_preset,observational,playful-soft,0.4174
cross_preset,observational,playful-soft,0.3886
cross_preset,observational,playful-soft,0.3188
cross_preset,observational,playful-soft,0.4527
cross_preset,observational,playful-soft,0.4132
cross_preset,observational,playful-soft,0.4374
cross_preset,observational,playful-soft,0.301
cross_preset,observational,playful-soft,0.3086
cross_preset,observational,playful-soft,0.3522
cross_preset,observational,playful-soft,0.4247
cross_preset,observational,playful-soft,0.3302
cross_preset,observational,playful-soft,0.2962
cross_preset,observational,playful-soft,0.2406
cross_preset,observational,playful-soft,0.2877
cross_preset,observational,playful-soft,0.2555
cross_preset,observational,playful-soft,0.3085
cross_preset,observational,playful-soft,0.2941
cross_preset,observational,playful-soft,0.3582
cross_preset,observational,playful-soft,0.3415
cross_preset,observational,playful-soft,0.3831
cross_preset,observational,playful-soft,0.3272
cross_preset,observational,playful-soft,0.3305
cross_preset,observational,playful-soft,0.2885
cross_preset,observational,playful-soft,0.343
cross_preset,observational,playful-soft,0.3006
cross_preset,observational,playful-soft,0.3484
cross_preset,observational,playful-soft,0.3543
cross_preset,observational,playful-soft,0.388
cross_preset,observational,playful-soft,0.3436
cross_preset,observational,playful-soft,0.5108
cross_preset,observational,playful-soft,0.316
cross_preset,observational,playful-soft,0.3248
cross_preset,observational,playful-soft,0.3231
cross_preset,observational,playful-soft,0.3754
cross_preset,observational,playful-soft,0.3597
cross_preset,observational,playful-soft,0.3784
cross_preset,observational,playful-soft,0.4608
cross_preset,observational,playful-soft,0.3934
cross_preset,observational,playful-soft,0.454
cross_preset,observational,playful-soft,0.3686
cross_preset,observational,playful-soft,0.3782
cross_preset,observational,playful-soft,0.4345
cross_preset,observational,playful-soft,0.4081
cross_preset,observational,playful-soft,0.4677
cross_preset,observational,playful-soft,0.3437
cross_preset,observational,playful-soft,0.378
cross_preset,observational,storybook-scene,0.3419
cross_preset,observational,storybook-scene,0.4193
cross_preset,observational,storybook-scene,0.4277
cross_preset,observational,storybook-scene,0.3507
cross_preset,observational,storybook-scene,0.2534
cross_preset,observational,storybook-scene,0.3305
cross_preset,observational,storybook-scene,0.2321
cross_preset,observational,storybook-scene,0.3131
cross_preset,observational,storybook-scene,0.4744
cross_preset,observational,storybook-scene,0.3386
cross_preset,observational,storybook-scene,0.3339
cross_preset,observational,storybook-scene,0.3556
cross_preset,observational,storybook-scene,0.3925
cross_preset,observational,storybook-scene,0.3145
cross_preset,observational,storybook-scene,0.1818
cross_preset,observational,storybook-scene,0.2819
cross_preset,observational,storybook-scene,0.2062
cross_preset,observational,storybook-scene,0.2766
cross_preset,observational,storybook-scene,0.4958
cross_preset,observational,storybook-scene,0.2268
cross_preset,observational,storybook-scene,0.3869
cross_preset,observational,storybook-scene,0.3938
cross_preset,observational,storybook-scene,0.4197
cross_preset,observational,storybook-scene,0.3536
cross_preset,observational,storybook-scene,0.256
cross_preset,observational,storybook-scene,0.3056
cross_preset,observational,storybook-scene,0.2516
cross_preset,observational,storybook-scene,0.4035
cross_preset,observational,storybook-scene,0.4465
cross_preset,observational,storybook-scene,0.335
cross_preset,observational,storybook-scene,0.3174
cross_preset,observational,storybook-scene,0.4032
cross_preset,observational,storybook-scene,0.3763
cross_preset,observational,storybook-scene,0.3235
cross_preset,observational,storybook-scene,0.2861
cross_preset,observational,storybook-scene,0.3042
cross_preset,observational,storybook-scene,0.1846
cross_preset,observational,storybook-scene,0.3054
cross_preset,observational,storybook-scene,0.4066
cross_preset,observational,storybook-scene,0.2805
cross_preset,observational,storybook-scene,0.1477
cross_preset,observational,storybook-scene,0.1776
cross_preset,observational,storybook-scene,0.0958
cross_preset,observational,storybook-scene,0.1656
cross_preset,observational,storybook-scene,0.1656
cross_preset,observational,storybook-scene,0.1476
cross_preset,observational,storybook-scene,0.0152
cross_preset,observational,storybook-scene,0.0989
cross_preset,observational,storybook-scene,0.2139
cross_preset,observational,storybook-scene,0.1335
cross_preset,observational,storybook-scene,0.3127
cross_preset,observational,storybook-scene,0.3317
cross_preset,observational,storybook-scene,0.4163
cross_preset,observational,storybook-scene,0.3812
cross_preset,observational,storybook-scene,0.246
cross_preset,observational,storybook-scene,0.3063
cross_preset,observational,storybook-scene,0.3004
cross_preset,observational,storybook-scene,0.2619
cross_preset,observational,storybook-scene,0.4012
cross_preset,observational,storybook-scene,0.2932
cross_preset,observational,storybook-scene,0.2712
cross_preset,observational,storybook-scene,0.3301
cross_preset,observational,storybook-scene,0.3358
cross_preset,observational,storybook-scene,0.4186
cross_preset,observational,storybook-scene,0.1654
cross_preset,observational,storybook-scene,0.2999
cross_preset,observational,storybook-scene,0.2214
cross_preset,observational,storybook-scene,0.2757
cross_preset,observational,storybook-scene,0.4401
cross_preset,observational,storybook-scene,0.2001
cross_preset,observational,storybook-scene,0.2653
cross_preset,observational,storybook-scene,0.3753
cross_preset,observational,storybook-scene,0.2994
cross_preset,observational,storybook-scene,0.3226
cross_preset,observational,storybook-scene,0.1791
cross_preset,observational,storybook-scene,0.2894
cross_preset,observational,storybook-scene,0.1107
cross_preset,observational,storybook-scene,0.1957
cross_preset,observational,storybook-scene,0.4523
cross_preset,observational,storybook-scene,0.1818
cross_preset,observational,storybook-scene,0.2244
cross_preset,observational,storybook-scene,0.3248
cross_preset,observational,storybook-scene,0.3048
cross_preset,observational,storybook-scene,0.3566
cross_preset,observational,storybook-scene,0.1444
cross_preset,observational,storybook-scene,0.2893
cross_preset,observational,storybook-scene,0.1546
cross_preset,observational,storybook-scene,0.2379
cross_preset,observational,storybook-scene,0.3238
cross_preset,observational,storybook-scene,0.1984
cross_preset,observational,storybook-scene,0.3122
cross_preset,observational,storybook-scene,0.4482
cross_preset,observational,storybook-scene,0.4621
cross_preset,observational,storybook-scene,0.3741
cross_preset,observational,storybook-scene,0.2759
cross_preset,observational,storybook-scene,0.3235
cross_preset,observational,storybook-scene,0.3195
cross_preset,observational,storybook-scene,0.3602
cross_preset,observational,storybook-scene,0.41
cross_preset,observational,storybook-scene,0.4315
cross_preset,playful-soft,storybook-scene,0.4309
cross_preset,playful-soft,storybook-scene,0.3972
cross_preset,playful-soft,storybook-scene,0.4289
cross_preset,playful-soft,storybook-scene,0.4427
cross_preset,playful-soft,storybook-scene,0.4447
cross_preset,playful-soft,storybook-scene,0.4247
cross_preset,playful-soft,storybook-scene,0.3524
cross_preset,playful-soft,storybook-scene,0.4011
cross_preset,playful-soft,storybook-scene,0.3916
cross_preset,playful-soft,storybook-scene,0.3659
cross_preset,playful-soft,storybook-scene,0.4536
cross_preset,playful-soft,storybook-scene,0.3975
cross_preset,playful-soft,storybook-scene,0.4149
cross_preset,playful-soft,storybook-scene,0.484
cross_preset,playful-soft,storybook-scene,0.46
cross_preset,playful-soft,storybook-scene,0.4345
cross_preset,playful-soft,storybook-scene,0.3492
cross_preset,playful-soft,storybook-scene,0.3893
cross_preset,playful-soft,storybook-scene,0.3632
cross_preset,playful-soft,storybook-scene,0.3786
cross_preset,playful-soft,storybook-scene,0.4122
cross_preset,playful-soft,storybook-scene,0.3622
cross_preset,playful-soft,storybook-scene,0.3959
cross_preset,playful-soft,storybook-scene,0.4782
cross_preset,playful-soft,storybook-scene,0.4212
cross_preset,playful-soft,storybook-scene,0.4303
cross_preset,playful-soft,storybook-scene,0.4893
cross_preset,playful-soft,storybook-scene,0.2994
cross_preset,playful-soft,storybook-scene,0.3437
cross_preset,playful-soft,storybook-scene,0.3292
cross_preset,playful-soft,storybook-scene,0.429
cross_preset,playful-soft,storybook-scene,0.3914
cross_preset,playful-soft,storybook-scene,0.383
cross_preset,playful-soft,storybook-scene,0.5404
cross_preset,playful-soft,storybook-scene,0.4623
cross_preset,playful-soft,storybook-scene,0.4585
cross_preset,playful-soft,storybook-scene,0.3336
cross_preset,playful-soft,storybook-scene,0.3647
cross_preset,playful-soft,storybook-scene,0.3538
cross_preset,playful-soft,storybook-scene,0.3285
cross_preset,playful-soft,storybook-scene,0.4066
cross_preset,playful-soft,storybook-scene,0.4028
cross_preset,playful-soft,storybook-scene,0.3552
cross_preset,playful-soft,storybook-scene,0.5048
cross_preset,playful-soft,storybook-scene,0.5708
cross_preset,playful-soft,storybook-scene,0.5002
cross_preset,playful-soft,storybook-scene,0.3488
cross_preset,playful-soft,storybook-scene,0.332
cross_preset,playful-soft,storybook-scene,0.3381
cross_preset,playful-soft,storybook-scene,0.3077
cross_preset,playful-soft,storybook-scene,0.4951
cross_preset,playful-soft,storybook-scene,0.451
cross_preset,playful-soft,storybook-scene,0.4695
cross_preset,playful-soft,storybook-scene,0.5127
cross_preset,playful-soft,storybook-scene,0.5334
cross_preset,playful-soft,storybook-scene,0.4992
cross_preset,playful-soft,storybook-scene,0.4249
cross_preset,playful-soft,storybook-scene,0.4576
cross_preset,playful-soft,storybook-scene,0.3859
cross_preset,playful-soft,storybook-scene,0.4149
cross_preset,playful-soft,storybook-scene,0.4222
cross_preset,playful-soft,storybook-scene,0.412
cross_preset,playful-soft,storybook-scene,0.4321
cross_preset,playful-soft,storybook-scene,0.4292
cross_preset,playful-soft,storybook-scene,0.4475
cross_preset,playful-soft,storybook-scene,0.3684
cross_preset,playful-soft,storybook-scene,0.3081
cross_preset,playful-soft,storybook-scene,0.4339
cross_preset,playful-soft,storybook-scene,0.3756
cross_preset,playful-soft,storybook-scene,0.3489
cross_preset,playful-soft,storybook-scene,0.4328
cross_preset,playful-soft,storybook-scene,0.4441
cross_preset,playful-soft,storybook-scene,0.458
cross_preset,playful-soft,storybook-scene,0.4521
cross_preset,playful-soft,storybook-scene,0.5135
cross_preset,playful-soft,storybook-scene,0.4416
cross_preset,playful-soft,storybook-scene,0.3608
cross_preset,playful-soft,storybook-scene,0.4036
cross_preset,playful-soft,storybook-scene,0.3931
cross_preset,playful-soft,storybook-scene,0.3994
cross_preset,playful-soft,storybook-scene,0.4294
cross_preset,playful-soft,storybook-scene,0.3975
cross_preset,playful-soft,storybook-scene,0.3967
cross_preset,playful-soft,storybook-scene,0.4807
cross_preset,playful-soft,storybook-scene,0.5314
cross_preset,playful-soft,storybook-scene,0.4338
cross_preset,playful-soft,storybook-scene,0.3162
cross_preset,playful-soft,storybook-scene,0.3846
cross_preset,playful-soft,storybook-scene,0.3605
cross_preset,playful-soft,storybook-scene,0.3615
cross_preset,playful-soft,storybook-scene,0.4396
cross_preset,playful-soft,storybook-scene,0.367
cross_preset,playful-soft,storybook-scene,0.405
cross_preset,playful-soft,storybook-scene,0.4636
cross_preset,playful-soft,storybook-scene,0.447
cross_preset,playful-soft,storybook-scene,0.4123
cross_preset,playful-soft,storybook-scene,0.3693
cross_preset,playful-soft,storybook-scene,0.3225
cross_preset,playful-soft,storybook-scene,0.3469
cross_preset,playful-soft,storybook-scene,0.3547
